laptop_specs_id,laptop_specs_source,laptop_specs_brand,laptop_specs_name,laptop_specs_cpu,laptop_specs_vga,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_resolution,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_name,cpu_specs_performance_clockspeed,cpu_specs_performance_turbospeed,cpu_specs_performance_cores,cpu_specs_performance_threads,cpu_specs_efficient_clockspeed,cpu_specs_efficient_turbospeed,cpu_specs_efficient_cores,cpu_specs_efficient_threads,cpu_specs_tdp,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_l1_instruction_cache,cpu_specs_l1_data_cache,cpu_specs_l2_cache,cpu_specs_l3_cache,cpu_specs_eff_l1_instruction_cache,cpu_specs_eff_l1_data_cache,cpu_specs_eff_l2_cache,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,gpu_specs_name,gpu_specs_avg_g3d_mark,gpu_specs_bus_interface,gpu_specs_max_memory_size,gpu_specs_core_clock,gpu_specs_max_direct,gpu_specs_open_gl,gpu_specs_max_tdp,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute
1434,laptopworld,acer,laptop acer predator helios neo phn16-71-74qr nh.qlvsv.002 (core i7-13700hx | 16gb | 512gb | rtx 4070 | 16 inch wqxga 165hz | win 11 | đen),intel core i7 13700hx,geforce rtx 4070,16.0,ddr5,,,yes,16.0,2560x1600,165.0,500.0,90.0,4.0,2.6,windows 11 home,12.0,47990000,,,,3.0,2.0,1.0,0.0,1.0,intel core i7 13700hx,2.10,5.00,8,16,1.50,3.70,8.0,8.0,55.00,33527,3864,8 x 32 kb,8 x 48 kb,8 x 1280 kb,30 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,119999,88345,127,42505,23016,403769,1973,24882,3864,geforce rtx 4070,19587.0,pcie 4.0 x16,8192.0,1230.0,12_2,4.6,115.0,222.0,118.0,179.0,85.0,8363.0
1435,laptopworld,lenovo,laptop lenovo legion pro 7 16irx9h 83de001mvn (core™ i9-14900hx | 32gb | 1tb | rtx™ 4090 16gb | 16inch wqxga 240hz | win 11 | đen),intel core i9 14900hx,geforce rtx 4090,32.0,ddr5,1024.0,ssd,yes,16.0,2560x1600,240.0,500.0,99.99,4.0,2.62,windows 11 home,24.0,93990000,,,,4.0,2.0,1.0,1.0,1.0,intel core i9 14900hx,2.20,5.80,8,16,1.60,4.10,16.0,16.0,55.00,45553,4311,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,163569,116424,201,62491,33995,562098,2761,32524,4311,geforce rtx 4090,27754.0,pcie 4.0 x16,16384.0,1455.0,12_2,4.6,150.0,315.0,181.0,270.0,107.0,12650.0
1436,laptopworld,lenovo,laptop lenovo legion pro 5 16irx9 83df0046vn (core™ i9-14900hx | 32gb | 1tb | rtx™ 4070 8gb | 16inch wqxga 240hz | win 11 | xám),intel core i9 14900hx,geforce rtx 4070,32.0,ddr5,1024.0,ssd,yes,16.0,2560x1600,240.0,500.0,80.0,4.0,2.5,windows 11 home,24.0,50690000,,,,4.0,2.0,1.0,1.0,1.0,intel core i9 14900hx,2.20,5.80,8,16,1.60,4.10,16.0,16.0,55.00,45553,4311,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,163569,116424,201,62491,33995,562098,2761,32524,4311,geforce rtx 4070,19587.0,pcie 4.0 x16,8192.0,1230.0,12_2,4.6,115.0,222.0,118.0,179.0,85.0,8363.0
1437,laptopworld,lenovo,laptop lenovo legion 5 16irx9 83dg004yvn (core™ i7-14650hx | 16gb | 512gb | rtx™ 4060 8gb | 16inch wqxga 165hz | win 11 | xám),intel core i7 14650hx,geforce rtx 4060,16.0,ddr5,512.0,ssd,yes,16.0,2560x1600,165.0,350.0,80.0,4.0,2.4,windows 11 home,24.0,38590000,,,,3.0,2.0,1.0,1.0,1.0,intel core i7 14650hx,2.20,5.20,8,16,1.60,3.70,8.0,8.0,157.00,36538,3979,8 x 32 kb,8 x 48 kb,8 x 2048 kb,30 mb,8 x 64 kb,8 x 32 kb,2 x 4096 kb,129007,93371,164,46115,25492,438981,2382,26477,3979,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1438,laptopworld,acer,laptop acer nitro 5 tiger an515-58-50ee nh.qfhsv.007 (core i5-12450h | 8gb | 512gb | rtx 3050 4gb | 15.6 inch fhd | win 11 | đen),intel core i5 12450h,geforce rtx 3050,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,57.5,4.0,2.5,windows 11 home,12.0,22990000,,,,3.0,1.0,1.0,0.0,1.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1439,laptopworld,msi,laptop msi cyborg 15 a12ucx 618vn  (core™ i5-12450h | 16gb | 512gb | rtx 2050 4gb | 15.6inch fhd 144hz | win 11 | đen),intel core i5 12450h,geforce rtx 2050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,,53.5,3.0,1.98,windows 11 home,24.0,15990000,,,,2.0,1.0,1.0,0.0,1.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1440,laptopworld,lenovo,laptop lenovo loq 15iax9 83gs001rvn (core i5-12450hx | 12gb | 512gb | rtx 3050 | 15.6 inch fhd | win 11 | xám),intel core i5 12450hx,geforce rtx 3050,12.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,300.0,60.0,4.0,2.4,windows 11 home,24.0,19490000,,,,3.0,1.0,1.0,1.0,1.0,intel core i5 12450hx,,4.40,4,8,,3.10,4.0,4.0,148.00,18688,3397,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,57744,43500,58,23296,12278,222492,1189,13983,3397,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1441,laptopworld,msi,laptop msi cyborg 15 ai a1vek 053vn (intel core ultra 7 155h | 16gb | 512gb | rtx 4050 | 15.6 inch fhd | win 11 | đen),intel core ultra 7 155h,geforce rtx 4050,16.0,ddr5,,,yes,15.6,1920x1080,144.0,,53.5,3.0,1.98,windows 11 home,24.0,27290000,,,,2.0,1.0,1.0,0.0,1.0,intel core ultra 7 155h,3.80,4.90,6,12,0.90,3.80,10.0,10.0,28.00,25166,3512,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88446,64790,114,31640,16670,280865,1774,16521,3512,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
1442,laptopworld,msi,laptop msi thin a15 b7ve 023vn (ryzen 5-7535hs | 8gb | 512gb | rtx 4050 | 15.6 inch fhd | win 11 | xám),amd ryzen 5 7535hs,geforce rtx 4050,8.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,,52.4,3.0,1.86,windows 11 home,24.0,20890000,,,,3.0,1.0,1.0,0.0,1.0,amd ryzen 5 7535hs,3.30,4.60,6,12,,,,,35.00,18379,3171,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,63884,36335,50,23108,14102,228551,870,15935,3171,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
1443,laptopworld,hp,laptop hp victus 16-r0129tx 8c5n4pa (core i7-13700h | 16gb | 512gb | rtx 3050 4gb | 16.1inch fhd 144hz | win11 | đen),intel core i7 13700h,geforce rtx 3050,16.0,ddr5,512.0,ssd,yes,16.1,1920x1080,144.0,250.0,70.0,4.0,2.31,windows 11 home,12.0,27990000,,,,3.0,1.0,1.0,0.0,1.0,intel core i7 13700h,2.40,5.00,6,12,1.80,3.70,8.0,8.0,45.00,27032,3638,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,95142,68052,106,34226,18472,315864,1766,18765,3638,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1444,laptopworld,hp,hp victus 15-fa1087tx 8c5m4pa (core i7-13620h | 16gb | 512gb | rtx 3050 6gb | 15.6 inch fhd | win 11 | mica silver),intel core i7 13620h,geforce rtx 3050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,70.0,4.0,2.29,windows 11 home,12.0,27690000,,,,2.0,1.0,1.0,0.0,1.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1445,laptopworld,hp,hp victus 15-fa1089tx 8c5m6pa (core i7-13620h | 8gb | 512gb | rtx 3050 6gb | 15.6 inch fhd | win 11 | mica silver),intel core i7 13620h,geforce rtx 3050,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,70.0,4.0,2.29,windows 11 home,12.0,25490000,,,,2.0,1.0,1.0,0.0,1.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1446,laptopworld,lenovo,"laptop lenovo legion pro 5 r9000p 2023 (ryzen 9-7945hx, 16gb, 1tb, rtx 4060 8gb, 16inch wqxga 240hz)",amd ryzen 9 7945hx,geforce rtx 4060,16.0,ddr5,1024.0,ssd,yes,16.0,2560x1600,240.0,,80.0,4.0,2.53,windows 11 home,12.0,35990000,,,,4.0,2.0,1.0,0.0,1.0,amd ryzen 9 7945hx,2.50,5.40,16,32,,,,,55.00,54686,4050,16 x 32 kb,16 x 32 kb,16 x 1024 kb,64 mb,,,,209791,124958,286,80018,43095,712327,2473,52274,4050,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1447,laptopworld,acer,laptop acer gaming aspire 7 a715-76g-73fm nh.qmysv.004 (core i7-12650h | 16gb | 512gb | rtx 2050 | 15.6 inch fhd | win 11 | black),intel core i7 12650h,geforce rtx 2050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,50.0,3.0,2.1,windows 11 home,12.0,18390000,,,,3.0,1.0,1.0,0.0,1.0,intel core i7 12650h,2.30,4.70,6,12,1.70,3.50,4.0,4.0,45.00,22509,3583,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,75236,56242,94,27121,14418,256715,1468,15875,3583,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1448,laptopworld,asus,"laptop asus rog strix g18 (core™ i9-13980hx, ram 16gb , 1tb ssd, rtx 4080 12gb, 18inch qhd+240hz, win 11, xám)",intel core i9 13980hx,geforce rtx 4080,16.0,ddr5,1024.0,ssd,yes,18.0,2560x1600,240.0,,90.0,4.0,3.3,windows 11 home,12.0,67890000,,,,2.0,2.0,1.0,0.0,1.0,intel core i9 13980hx,2.20,5.60,8,16,,4.00,16.0,16.0,55.00,47237,4291,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,169046,120541,194,67350,36099,600680,2608,34597,4291,geforce rtx 4080,25076.0,pcie 4.0 x16,12288.0,1860.0,12_2,4.6,150.0,286.0,161.0,248.0,96.0,11422.0
1449,laptopworld,dell,"dell gaming g15 5530 (core i7-13650hx, ram 16gb, 1tb ssd, rtx 4060 8gb, 15.6 inch fhd 165hz, win 11, xám)",intel core i7 13650hx,geforce rtx 4060,16.0,ddr5,1024.0,ssd,yes,15.6,1920x1080,165.0,,86.0,6.0,2.65,windows 11 home,12.0,28990000,,,,3.0,1.0,1.0,0.0,1.0,intel core i7 13650hx,2.60,4.90,6,12,1.90,3.60,8.0,8.0,55.00,31442,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105163,77322,102,42044,22329,397136,1751,23930,3815,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1450,laptopworld,asus,laptop asus tuf gaming f15 fx507zc4-hn095w (core i5-12500h | 16gb | 512gb | 15.6 inch fhd | rtx 3050 | win 11 | xám),intel core i5 12500h,geforce rtx 3050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,56.0,4.0,2.2,windows 11 home,24.0,19490000,,,,2.0,2.0,1.0,0.0,1.0,intel core i5 12500h,2.50,4.50,4,8,,3.30,8.0,8.0,45.00,21059,3462,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73135,53313,59,28526,15103,259369,1038,15320,3462,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1451,laptopworld,gigabyte,gigabyte g6 kf-h3vn853sh (core i7-13620h | 16gb | 512gb | rtx 4060 8gb | 16inch fhd+ 165hz | win 11 | đen),intel core i7 13620h,geforce rtx 4060,16.0,ddr5,512.0,ssd,yes,16.0,1920x1200,165.0,,54.0,,2.3,windows 11 home,24.0,27590000,,,,3.0,0.0,1.0,1.0,1.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1452,laptopworld,gigabyte,gigabyte g5 mf5-h2vn353sh (core i7-13620h | 16gb | 512gb | rtx 4050 6gb | 15.6inch fhd 144hz | win 11 | đen),intel core i7 13620h,geforce rtx 4050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,,54.0,4.0,2.08,windows 11 home,24.0,26990000,,,,3.0,0.0,1.0,1.0,1.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
1453,laptopworld,gigabyte,laptop gigabyte g5 mf5-52vn353sh (core i5-13500h | 16gb | 512gb | rtx 4050 6gb | 15.6inch fhd 144hz | win 11 | đen),intel core i5 13500h,geforce rtx 4050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,,54.0,4.0,2.08,windows 11 home,24.0,21790000,,,,3.0,0.0,1.0,1.0,1.0,intel core i5 13500h,3.50,4.70,4,8,,,8.0,8.0,45.00,22638,3528,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,76636,55417,77,29492,15942,272677,1338,15929,3528,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
1454,laptopworld,acer,laptop acer nitro v anv15-51-55ca nh.qn8sv.004 (core i5-13420h | 16gb | 512gb | rtx 4050 6gb | 15.6 inch fhd | win 11 | đen),intel core i5 13420h,geforce rtx 4050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,,57.5,4.0,2.5,windows 11 home,12.0,24490000,,,,3.0,1.0,1.0,1.0,1.0,intel core i5 13420h,2.10,4.60,4,8,1.50,3.40,4.0,4.0,45.00,18362,3444,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60230,44538,55,22904,12239,223190,1069,13755,3444,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
1456,laptopworld,hp,hp victus 15-fb1023ax 94f20pa (ryzen™ 5-7535hs | 8gb | 512gb | rtx 2050 | 15.6inch fhd | win11 | mica silver),amd ryzen 5 7535hs,geforce rtx 2050,8.0,ddr5,512.0,ssd,yes,15.6,1920x1080,,250.0,52.5,3.0,2.29,windows 11 home,12.0,16890000,,,,2.0,1.0,1.0,0.0,1.0,amd ryzen 5 7535hs,3.30,4.60,6,12,,,,,35.00,18379,3171,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,63884,36335,50,23108,14102,228551,870,15935,3171,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1457,laptopworld,dell,"dell gaming g15 5530 (core i7-13650hx, ram 8gb, 1tb ssd, rtx 4050 6gb, 15.6 inch fhd 120hz, win 11, xám)",intel core i7 13650hx,geforce rtx 4050,8.0,ddr5,1024.0,ssd,yes,15.6,1920x1080,120.0,,86.0,6.0,2.65,windows 11 home,12.0,25990000,,,,3.0,1.0,1.0,0.0,1.0,intel core i7 13650hx,2.60,4.90,6,12,1.90,3.60,8.0,8.0,55.00,31442,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105163,77322,102,42044,22329,397136,1751,23930,3815,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
1458,laptopworld,msi,"laptop msi raider ge68 hx 13vg 068us (core™ i9-13950hx , ram 32gb, 1tb ssd, rtx 4070, 16.0inch qhd+ 240hz, win 11, đen)",intel core i9 13950hx,geforce rtx 4070,32.0,ddr5,1024.0,ssd,yes,16.0,2560x1600,240.0,,99.99,4.0,2.7,windows 11 home,12.0,59990000,,,,2.0,3.0,1.0,0.0,1.0,intel core i9 13950hx,2.20,5.50,8,16,1.60,4.00,16.0,16.0,55.00,43509,4019,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,153907,110785,215,59920,32309,534962,2772,31285,4019,geforce rtx 4070,19587.0,pcie 4.0 x16,8192.0,1230.0,12_2,4.6,115.0,222.0,118.0,179.0,85.0,8363.0
1459,laptopworld,hp,hp victus 15-fa1139tx 8y6w3pa (core i5-12450h | 16gb | 512gb | rtx 2050 | 15.6 inch fhd | win 11| đen),intel core i5 12450h,geforce rtx 2050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,52.5,3.0,2.29,windows 11 home,12.0,17990000,,,,2.0,1.0,1.0,1.0,1.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1460,laptopworld,dell,dell mobile precision workstation 3581 71023331 (intel core i7-13800h | 16gb | 512gb | rtx a500 4gb | 15.6 inch fhd | ubuntu),intel core i7 13800h,rtx a500,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,60.0,,64.0,4.0,1.795,linux,36.0,42990000,,,,2.0,3.0,1.0,0.0,1.0,intel core i7 13800h,2.50,5.20,6,12,1.80,4.00,8.0,8.0,45.00,27055,3567,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,94845,68622,119,33568,18061,304206,1963,18381,3567,rtx a500,6758.0,,,,,,,85.0,35.0,42.0,38.0,2983.0
1461,laptopworld,dell,dell mobile precision workstation 5680 71023332 (intel core i7-13800h | 16gb | 512gb | rtx 2000 | 16 inch fhd+ | ubuntu),intel core i7 13800h,rtx 2000 ada generation,16.0,ddr5,512.0,ssd,yes,16.0,1920x1200,60.0,250.0,100.0,6.0,,linux,36.0,69990000,,,,2.0,3.0,1.0,0.0,1.0,intel core i7 13800h,2.50,5.20,6,12,1.80,4.00,8.0,8.0,45.00,27055,3567,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,94845,68622,119,33568,18061,304206,1963,18381,3567,rtx 2000 ada generation,15258.0,,,,,,,195.0,90.0,130.0,67.0,5588.0
1462,laptopworld,dell,dell mobile precision workstation 5680 71023333 (intel core i7-13800h | 16gb | 512gb | rtx a1000 6gb | 16 inch fhd+ | ubuntu),intel core i7 13800h,rtx a1000,16.0,ddr5,512.0,ssd,yes,16.0,1920x1200,60.0,250.0,100.0,6.0,,linux,36.0,75190000,,,,2.0,3.0,1.0,0.0,1.0,intel core i7 13800h,2.50,5.20,6,12,1.80,4.00,8.0,8.0,45.00,27055,3567,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,94845,68622,119,33568,18061,304206,1963,18381,3567,rtx a1000,9552.0,,,,,,,127.0,51.0,66.0,47.0,3871.0
1463,laptopworld,dell,dell mobile precision workstation 7680 71023334 (core i7-13850hx | 16gb | 512gb | rtx 2000 ada 8gb | 16 inch fhd+ | ubuntu),intel core i7 13850hx,rtx 2000 ada generation,16.0,,512.0,ssd,yes,16.0,1920x1200,60.0,500.0,83.0,6.0,2.67,linux,36.0,69990000,,,,2.0,3.0,1.0,0.0,1.0,intel core i7 13850hx,2.10,5.30,8,16,1.50,3.80,12.0,12.0,55.00,38039,3846,8 x 32 kb,8 x 48 kb,8 x 2048 kb,30 mb,12 x 64 kb,12 x 32 kb,3 x 4096 kb,131507,95947,197,50651,26878,452528,2558,27572,3846,rtx 2000 ada generation,15258.0,,,,,,,195.0,90.0,130.0,67.0,5588.0
1464,laptopworld,dell,dell mobile precision workstation 3480 71024682 (core i7-1370p | 32gb | 1tb | rtx a500 4gb | 14 inch fhd | win 11 pro),intel core i7 1370p,rtx a500,32.0,,1024.0,ssd,yes,14.0,1920x1080,60.0,250.0,54.0,3.0,1.39,windows 11 pro,36.0,48990000,,,,2.0,2.0,1.0,0.0,0.0,intel core i7 1370p,1.90,5.20,6,12,,3.90,8.0,8.0,28.00,20147,3539,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,80049,55044,99,23125,12946,213568,1456,12668,3539,rtx a500,6758.0,,,,,,,85.0,35.0,42.0,38.0,2983.0
1465,laptopworld,asus,laptop asus tuf gaming a15 fa507nv-lp061w (ryzen™ 7-7735hs | 16gb | 1tb | rtx 4060 8gb | 15.6inch fhd 144hz | win 11 | xám),amd ryzen 7 7735hs,geforce rtx 4060,16.0,ddr5,1024.0,ssd,yes,15.6,1920x1080,144.0,250.0,90.0,4.0,2.2,windows 11 home,24.0,28490000,,,,2.0,2.0,1.0,0.0,1.0,amd ryzen 7 7735hs,3.20,4.80,8,16,,,,,54.00,23868,3344,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,88022,49198,61,31168,18899,301852,1115,20642,3344,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1466,laptopworld,dell,dell mobile precision workstation 3581 71024679 (intel core i7-13800h | 32gb | 1tb | a1000 6gb | 15.6 inch fhd |  win 11 pro),intel core i7 13800h,rtx a1000,32.0,ddr5,1024.0,ssd,yes,15.6,1920x1080,60.0,,64.0,4.0,1.795,windows 11 pro,36.0,54990000,,,,2.0,3.0,1.0,0.0,1.0,intel core i7 13800h,2.50,5.20,6,12,1.80,4.00,8.0,8.0,45.00,27055,3567,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,94845,68622,119,33568,18061,304206,1963,18381,3567,rtx a1000,9552.0,,,,,,,127.0,51.0,66.0,47.0,3871.0
1467,laptopworld,dell,dell mobile precision workstation 3581 71024677 (intel core i7-13800h | 32gb | 1tb | a500 4gb | 15.6 inch fhd |  win 11 pro),intel core i7 13800h,rtx a500,32.0,ddr5,1024.0,ssd,yes,15.6,1920x1080,60.0,,64.0,4.0,1.795,windows 11 pro,36.0,51990000,,,,2.0,3.0,1.0,0.0,1.0,intel core i7 13800h,2.50,5.20,6,12,1.80,4.00,8.0,8.0,45.00,27055,3567,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,94845,68622,119,33568,18061,304206,1963,18381,3567,rtx a500,6758.0,,,,,,,85.0,35.0,42.0,38.0,2983.0
1468,laptopworld,,laptop stealth 16 ai studio a1vhg (ultra 9 185h | 64gb | 1tb | rtx 4080 | 16 inch qhd+ 240hz | win 11 | xanh),intel core ultra 9 185h,geforce rtx 4080,64.0,ddr5,1024.0,ssd,yes,16.0,2560x1600,240.0,,99.99,4.0,1.99,windows 11 home,24.0,76990000,,,,1.0,2.0,1.0,0.0,1.0,intel core ultra 9 185h,2.30,5.10,6,12,1.80,3.80,10.0,10.0,45.00,29407,3714,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,99096,73657,124,38603,19944,341515,1987,20280,3714,geforce rtx 4080,25076.0,pcie 4.0 x16,12288.0,1860.0,12_2,4.6,150.0,286.0,161.0,248.0,96.0,11422.0
