laptop_specs_id,laptop_specs_source,laptop_specs_brand,cpu_specs_laptop_specs_laptop_specs_name,laptop_specs_cpu,laptop_specs_vga,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_resolution,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_laptop_specs_laptop_specs_name,cpu_specs_performance_clockspeed,cpu_specs_performance_turbospeed,cpu_specs_performance_cores,cpu_specs_performance_threads,cpu_specs_efficient_clockspeed,cpu_specs_efficient_turbospeed,cpu_specs_efficient_cores,cpu_specs_efficient_threads,cpu_specs_tdp,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_l1_instruction_cache,cpu_specs_l1_data_cache,cpu_specs_l2_cache,cpu_specs_l3_cache,cpu_specs_eff_l1_instruction_cache,cpu_specs_eff_l1_data_cache,cpu_specs_eff_l2_cache,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,cpu_specs_laptop_specs_laptop_specs_name,gpu_specs_avg_g3d_mark,gpu_specs_bus_interface,gpu_specs_max_memory_size,gpu_specs_core_clock,gpu_specs_max_direct,gpu_specs_open_gl,gpu_specs_max_tdp,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute
1657,hacom,lenovo,laptop lenovo yoga 7 2 in 1 14iml9 (83dj001fvn) (ultra7 155h/16gb ram/512gb ssd/14 oled cảm ứng/bút/win11/xám),intel core ultra 7 155h,,16,ddr5,512,ssd,yes,14,1920x1200,60,400,71,,1.43,windows 11 home,24,28999000,31.77,22.21,1.66,2,2,1,0,1,intel core ultra 7 155h,3.8,4.9,6,12,0.9,3.8,10,10,28,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,,,,,,,,,,,,,
1658,hacom,dell,laptop dell vostro 3420 (71003348) (i5 1235u/8gb ram/512gb ssd/14.0 inch fhd/win11/office hs21/xám),intel core i5 1235u,,8,ddr4,512,ssd,yes,14,1920x1080,60,250,41,3,1.49,windows 11 home,12,13799000,32,22,1.9,0,0,1,0,0,intel core i5 1235u,1.3,4.4,2,4,0.9,3.3,8,8,15,13388,3218,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50412,33950,37,17469,9643,150997,735,8360,3218,,,,,,,,,,,,,
1659,hacom,apple,laptop apple macbook air (mrxw3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/512gb ssd/13.6 inch/mac os/đen) (2024),apple m2 8 core,,8,,512,ssd,yes,13.6,2560x1664,,500,52.6,,1.24,macos,12,32999000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1660,hacom,asus,laptop asus zenbook ux3405ma-pp475w (ultra 9 185h/32gb ram/1tb ssd/14 oled/win11/túi/xanh),intel core ultra 9 185h,,32,ddr5,1024,ssd,yes,14,2880x1800,,,75,4,1.2,windows 11 home,24,33499000,31.24,22.01,1.23,0,1,1,0,1,intel core ultra 9 185h,2.3,5.1,6,12,1.8,3.8,10,10,45,29319,3702,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,99135,73478,124,38235,19907,340819,1988,20244,3702,,,,,,,,,,,,,
1661,hacom,apple,laptop apple macbook air 13 (mgn93sa/a) (apple m1/8gb ram/256gb ssd/13.3 inch ips/mac os/bạc) (new),apple m1 8 core,,8,,256,ssd,yes,13.3,2560x1600,,,49.9,,1.29,macos,12,18699000,,,,0,0,0,0,0,apple m1 8 core,3.2,,4,4,2.1,,4,4,15.1,14154,3687,,,,,,,,33459,35683,142,21191,8604,169286,1373,6792,3687,,,,,,,,,,,,,
1662,hacom,apple,laptop apple macbook air 13 (mgnd3sa/a) (apple m1/8gb ram/256gb ssd/13.3 inch ips/mac os/vàng) (new),apple m1 8 core,,8,,256,ssd,yes,13.3,2560x1600,,,49.9,,1.29,macos,12,18699000,,,,0,0,0,0,0,apple m1 8 core,3.2,,4,4,2.1,,4,4,15.1,14154,3687,,,,,,,,33459,35683,142,21191,8604,169286,1373,6792,3687,,,,,,,,,,,,,
1663,hacom,dell,laptop dell inspiron 3530 (n5i5007w1) (i5 1335u 16gb ram/512gb ssd/15.6 inch fhd 120hz/win11/officehs21/bạc),intel core i5 1335u,,16,ddr4,512,ssd,no,15.6,1920x1080,120,250,,,,windows 11 home,12,17399000,,,,,,,,,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1664,hacom,msi,laptop msi modern 14 (c13m-458vn) (i5 1335u/8gb ram/512gb ssd/14.0 inch fhd/win11/đen),intel core i5 1335u,,8,ddr4,512,ssd,yes,14,1920x1080,,,39,3,1.4,windows 11 home,24,13990000,31.99,22.3,1.94,6,2,1,0,0,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1665,hacom,msi,laptop msi prestige 16 studio (a13ve -214vn) (i7 13700h/16gb ram/1tb ssd/rtx4050 6g/16.0 inch qhd+ 165/win11/xám/vỏ nhôm),intel core i7 13700h,geforce rtx 4050,16,ddr5,1024,ssd,yes,16,2560x1600,165,,82,4,,windows 11 home,24,39990000,35.8,25.86,1.69,0,1,1,0,0,intel core i7 13700h,2.4,5,6,12,1.8,3.7,8,8,45,27094,3640,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,95371,68230,106,34298,18517,316731,1768,18821,3640,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
1666,hacom,apple,laptop apple macbook air (z15x002nm) (apple m2/8c cpu/10c gpu/16gb ram/512gb ssd/13.6/mac os/bạc),apple m2 8 core,,16,,512,ssd,no,13.6,,,,,,,macos,12,34999000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1667,hacom,apple,laptop apple macbook air (mrxv3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/256gb ssd/13.6 inch/mac os/đen) (2024),apple m3 8 core,,8,,256,ssd,yes,13.6,2560x1664,,500,52.6,,1.24,macos,12,26999000,,,,,,,,,apple m3 8 core,4,,4,4,,,4,4,20,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1668,hacom,apple,laptop apple macbook air (mrxt3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/256gb ssd/13.6 inch/mac os/trắng) (2024),apple m3 8 core,,8,,256,ssd,yes,13.6,2560x1664,,500,52.6,,1.24,macos,12,27999000,,,,,,,,,apple m3 8 core,4,,4,4,,,4,4,20,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1669,hacom,apple,laptop apple macbook air (mrxn3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/256gb ssd/13.6 inch/mac os/xám) (2024),apple m2 8 core,,8,,256,ssd,yes,13.6,2560x1664,,500,52.6,,1.24,macos,12,26999000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1670,hacom,apple,laptop apple macbook air (mrxq3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/256gb ssd/13.6/mac os/bạc) (2024),apple m3 8 core,,8,,256,ssd,yes,13.6,2560x1664,,500,52.6,,1.24,macos,12,26999000,,,,,,,,,apple m3 8 core,4,,4,4,,,4,4,20,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1671,hacom,apple,laptop apple macbook air (mrxu3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/512gb ssd/13.6 inch/mac os/trắng) (2024),apple m3 8 core,,8,,512,ssd,yes,13.6,2560x1664,,500,52.6,,1.24,macos,12,32999000,,,,,,,,,apple m3 8 core,4,,4,4,,,4,4,20,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1672,hacom,apple,laptop apple macbook air (mrxp3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/512gb ssd/13.6 inch/mac os/xám) (2024),apple m3 8 core,,8,,512,ssd,yes,13.6,2560x1664,,500,52.6,,1.24,macos,12,32999000,,,,,,,,,apple m3 8 core,4,,4,4,,,4,4,20,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1673,hacom,apple,laptop apple macbook air (mrxr3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/512gb ssd/13.6/mac os/bạc) (2024),apple m2 8 core,,8,,512,ssd,yes,13.6,2560x1664,,500,52.6,,1.24,macos,12,32999000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1674,hacom,apple,laptop apple macbook air (mxcv3sa/a) (apple m3/8c cpu/10c gpu/16gb ram/512gb ssd/13.6 inch/mac os/đen) (2024),apple m3 8 core,,16,,512,ssd,yes,13.6,2560x1664,,500,52.6,,1.24,macos,12,36999000,,,,,,,,,apple m3 8 core,4,,4,4,,,4,4,20,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1675,hacom,apple,laptop apple macbook air (mxcu3sa/a) (apple m3/8c cpu/10c gpu/16gb ram/512gb ssd/13.6 inch/mac os/trắng) (2024),apple m3 8 core,,16,,512,ssd,yes,13.6,2560x1664,,500,52.6,,1.24,macos,12,36999000,,,,,,,,,apple m3 8 core,4,,4,4,,,4,4,20,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1676,hacom,apple,laptop apple macbook air (z1b6001h3) (apple m3/8c cpu/10c gpu/16gb ram/256gb ssd/13.6 inch/mac os/xám) (2024),apple m3 8 core,,16,,256,ssd,no,13.6,2560x1664,,,,,,macos,12,32499000,,,,,,,,,apple m3 8 core,4,,4,4,,,4,4,20,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1677,hacom,apple,laptop apple macbook air (mxct3sa/a) (apple m3/8c cpu/10c gpu/16gb ram/512gb ssd/13.6/mac os/bạc) (2024),apple m2 8 core,,16,,512,ssd,yes,13.6,2560x1664,,500,52.6,,1.24,macos,12,36999000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1678,hacom,apple,laptop apple macbook air (z15t0003p) (apple m2/8c cpu/10c gpu/16gb ram/512gb ssd/13.6/mac os/xám),apple m2 8 core,,16,,512,ssd,no,13.6,,,,,,,macos,12,34999000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1679,hacom,apple,laptop apple macbook air 15 (mqkx3sa/a) (apple m2 /8c cpu/10c gpu/8gb/512gb ssd/15.3 inch/đen) (midnight) (2023),apple m2 8 core,,8,,512,ssd,no,15.3,,,,,,,macos,12,35699000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1680,hacom,apple,laptop apple macbook air 15 (mqkv3sa/a) (apple m2 /8c cpu/10c gpu/8gb/512gb ssd/15.3 inch/trắng) (starlight) (2023),apple m2 8 core,,8,,512,ssd,no,15.3,,,,,,,macos,12,35699000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1681,hacom,apple,laptop apple macbook air 15 (mqkt3sa/a) (apple m2 /8c cpu/10c gpu/8gb/512gb ssd/15.3 inch/bạc) (silver) (2023),apple m2 8 core,,8,,512,ssd,no,15.3,,,,,,,macos,12,35699000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1682,hacom,apple,laptop apple macbook air 15 (mqkq3sa/a) (apple m2/8c cpu/10c gpu/8gb/512gb ssd/15.3 inch/xám) (space grey)  (2023),apple m2 8 core,,8,,512,ssd,no,15.3,,,,,,,macos,12,35699000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1683,hacom,apple,laptop apple macbook air 15 (mqkw3sa/a) (apple m2/8c cpu/10c gpu/8gb/256gb ssd/15.3 inch/đen) (midnight) (2023),apple m2 8 core,,8,,256,ssd,no,15.3,,,,,,,macos,12,30799000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1684,hacom,apple,laptop apple macbook air 15 (mqkp3sa/a) (apple m2/8c cpu/10c gpu/8gb/256gb ssd/15.3 inch/xám) (space grey) (2023),apple m2 8 core,,8,,256,ssd,no,15.3,,,,,,,macos,12,30799000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1685,hacom,apple,laptop apple macbook air 15 (mqkr3sa/a) (apple m2/8c cpu/10c gpu/8gb/256gb ssd/15.3 inch/bạc) (silver) (2023),apple m2 8 core,,8,,256,ssd,no,15.3,,,,,,,macos,12,30799000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1686,hacom,apple,laptop apple macbook air 15 (mqku3sa/a) (apple m2/8c cpu/10c gpu/8gb/256gb ssd/15.3 inch/trắng) (starlight) (2023),apple m2 8 core,,8,,256,ssd,no,15.3,,,,,,,macos,12,30799000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1687,hacom,apple,laptop apple macbook pro 13 (z16s00034/z16r0003x) (apple m2 /8c cpu/10c gpu/16gb/512gb ssd/13.3/mac os/xám),apple m2 8 core,,16,,512,ssd,yes,13.3,2560x1600,,500,58.2,,1.4,macos,12,41499000,,,,0,0,0,0,0,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1688,hacom,lenovo,laptop lenovo thinkpad t14 gen 4 (i5 1335u/16gb ram/512gb ssd/14 wuxga/no os/đen),intel core i5 1335u,,16,ddr5,512,ssd,no,14,1920x1200,,,,,,,36,26999000,,,,,,,,,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1689,hacom,asus,laptop asus zenbook duo ux8406ma-pz307w (ultra7 155h/16gb ram/512b ssd/14 3k cảm ứng/win11/xám/bút+túi+cáp),intel core ultra 7 155h,,16,ddr5,512,,yes,14,2880x1800,120,400,75,4,1.39,windows 11 home,24,44999000,31.35,21.79,1.23,0,1,1,0,1,intel core ultra 7 155h,3.8,4.9,6,12,0.9,3.8,10,10,28,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,,,,,,,,,,,,,
1690,hacom,asus,laptop asus zenbook duo ux8406ma-pz142w(ultra9 185h/32gb ram/1tb ssd/14 3k cảm ứng/win11/xám/bút+túi+cáp),intel core ultra 9 185h,,32,ddr5,1024,,yes,14,2880x1800,120,400,75,4,1.65,windows 11 home,24,57999000,31.35,21.79,1.23,0,1,1,0,1,intel core ultra 9 185h,2.3,5.1,6,12,1.8,3.8,10,10,45,29319,3702,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,99135,73478,124,38235,19907,340819,1988,20244,3702,,,,,,,,,,,,,
1691,hacom,asus,asus vivobook 15 oled a1505va - l1114w (i5 13500h/16gb ram/512gb ssd/15.6 oled/win11/đen),intel core i5 13500h,,16,ddr4,512,,yes,15.6,1920x1080,,600,50,3,1.7,windows 11 home,24,16999000,35.68,22.76,1.99,0,1,1,0,1,intel core i5 13500h,3.5,4.7,4,8,,,8,8,45,22701,3536,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,76906,55639,77,29549,15984,273500,1339,15980,3536,,,,,,,,,,,,,
1692,hacom,dell,laptop dell latitude 3540 (71021489) (i7-1355u/16gb ram/512gb ssd/ 15.6 inch fhd/ fedora/xám),intel core i7 1355u,,16,ddr4,512,ssd,yes,15.6,1920x1080,60,,42,3,1.86,,12,25199000,35.9,23.97,2.14,,,,,,intel core i7 1355u,1.7,5,2,4,1.2,3.7,8,8,15,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
1693,hacom,microsoft,microsoft surface surface pro 9 (i5 1235u/8gb ram/256gb ssd/13/win11/platinum)(bảo hành tại hacom),intel core i5 1235u,,8,ddr5,256,ssd,no,13,2880x1920,,,,,0.879,windows 11 home,12,27499000,28.7,20.9,0.93,0,2,0,0,0,intel core i5 1235u,1.3,4.4,2,4,0.9,3.3,8,8,15,13388,3218,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50412,33950,37,17469,9643,150997,735,8360,3218,,,,,,,,,,,,,
1694,hacom,microsoft,microsoft surface surface pro 9 (i5 1235u/8gb ram/256gb ssd/13/win11/sapphire)(bảo hành tại hacom),intel core i5 1235u,,8,ddr5,256,ssd,no,13,2880x1920,,,,,0.879,windows 11 home,12,27499000,28.7,20.9,0.93,0,2,0,0,0,intel core i5 1235u,1.3,4.4,2,4,0.9,3.3,8,8,15,13388,3218,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50412,33950,37,17469,9643,150997,735,8360,3218,,,,,,,,,,,,,
1695,hacom,dell,laptop dell workstation mobile precision 3581 vpro enterprise (71024677) (i7-13800h/32gb ram/1tb ssd/rtx a500 4gb/15.6 inch fhd/ win 11 pro/xám),intel core i7 13800h,rtx a500,32,ddr5,1024,ssd,yes,15.6,1920x1080,60,250,64,4,1.795,windows 11 pro,36,52199000,35.78,23.33,2.27,,,,,,intel core i7 13800h,2.5,5.2,6,12,1.8,4,8,8,45,27044,3571,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,94984,68572,119,33528,18031,303521,1965,18332,3571,rtx a500,6771,,,,,,,86,35,42,38,2999
1696,hacom,dell,laptop dell workstation mobile precision 3581 vpro enterprise (71024679) (i7-13800h/ 32gb ram/1tb ssd/a1000 6gb/15.6 inch fhd/win 11 pro/xám),intel core i7 13800h,rtx a1000,32,ddr5,1024,ssd,yes,15.6,1920x1080,60,250,64,4,1.795,windows 11 pro,36,54699000,35.78,23.33,2.27,,,,,,intel core i7 13800h,2.5,5.2,6,12,1.8,4,8,8,45,27044,3571,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,94984,68572,119,33528,18031,303521,1965,18332,3571,rtx a1000,9546,,,,,,,127,51,66,47,3868
1697,hacom,dell,laptop dell workstation mobile precision 3480 vpro (71024682) (i7-1370p/32gb ram/1tb ssd/rtx a500 4gb/14 inch fhd/ win 11 pro/xám),intel core i7 12800h,rtx a500,32,ddr5,1024,ssd,yes,14,1920x1080,,250,54,3,1.39,windows 11 pro,36,47699000,32.14,21.2,1.91,,,,,,intel core i7 12800h,2.4,4.8,6,12,1.8,3.7,8,8,45,24804,3483,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,88411,61927,103,31097,16607,279007,1708,16721,3483,rtx a500,6771,,,,,,,86,35,42,38,2999
1698,hacom,dell,"laptop dell workstation mobile precision 5680 vpro enterprise (71023332) (i7-13800h/16gb ram/512gb ssd/rtx2000 ada 8gb, 16 inch fhd+/ubuntu/xám)",intel core i7 13800h,rtx 2000 ada generation,16,ddr5,1024,ssd,yes,16,1920x1200,60,500,100,6,1.905,linux,36,81699000,35.37,24.03,2.62,,,,,,intel core i7 13800h,2.5,5.2,6,12,1.8,4,8,8,45,27044,3571,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,94984,68572,119,33528,18031,303521,1965,18332,3571,rtx 2000 ada generation,15223,,,,,,,195,90,130,66,5572
1699,hacom,dell,laptop dell workstation mobile precision 5680 vpro enterprise (71023333) (i7-13800h/16gb ram/512gb ssd/ rtx a1000 6gb/16 inch fhd+/ubuntu/xám,intel core i7 13800h,rtx a1000,16,ddr5,512,ssd,yes,16,1920x1200,60,500,100,6,1.905,linux,36,73699000,35.37,24.03,2.62,,,,,,intel core i7 13800h,2.5,5.2,6,12,1.8,4,8,8,45,27044,3571,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,94984,68572,119,33528,18031,303521,1965,18332,3571,rtx a1000,9546,,,,,,,127,51,66,47,3868
1700,hacom,dell,laptop dell mobile precision workstation 5680 vpro enterprise (71024680) (i9-13900h/32gb ram/1tb ssd/rtx2000 ada 8gb/16 inch fhd+/win 11 pro/xám),intel core i9 13900h,rtx 2000 ada generation,32,ddr5,1024,ssd,yes,16,1920x1200,60,500,100,6,1.905,linux,36,95699000,35.37,24.03,2.62,,,,,,intel core i9 13900h,2.6,5.4,6,12,1.9,4.1,8,8,45,28701,3842,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,100655,72169,108,36868,19788,339431,1809,20041,3842,rtx 2000 ada generation,15223,,,,,,,195,90,130,66,5572
1701,hacom,dell,laptop dell mobile precision workstation 7680 vpro (71024681) (i7-13850hx/32gb ram/1tb ssd/rtx2000 ada 8gb/16 inch fhd+/ win 11 pro/xám),intel core i7 13850hx,rtx 2000 ada generation,32,ddr5,512,ssd,yes,16,1920x1200,60,250,83,6,2.6,windows 11 pro,36,73699000,35.6,25.83,2.23,,,,,,intel core i7 13850hx,2.1,5.3,8,16,1.5,3.8,12,12,55,38032,3846,8 x 32 kb,8 x 48 kb,8 x 2048 kb,30 mb,12 x 64 kb,12 x 32 kb,3 x 4096 kb,131548,95880,198,50603,26891,452128,2564,27556,3846,rtx 2000 ada generation,15223,,,,,,,195,90,130,66,5572
1702,hacom,dell,laptop dell mobile precision workstation 7680 vpro (71023334) (i7-13850hx /16gb ram/512gb ssd/rtx2000 ada 8gb/16 inch fhd+/ubuntu/xám),intel core i7 13850hx,rtx 2000 ada generation,16,ddr5,512,ssd,yes,16,1920x1200,60,250,83,6,2.6,linux,36,72399000,35.6,25.83,2.23,,,,,,intel core i7 13850hx,2.1,5.3,8,16,1.5,3.8,12,12,55,38032,3846,8 x 32 kb,8 x 48 kb,8 x 2048 kb,30 mb,12 x 64 kb,12 x 32 kb,3 x 4096 kb,131548,95880,198,50603,26891,452128,2564,27556,3846,rtx 2000 ada generation,15223,,,,,,,195,90,130,66,5572
1703,hacom,lg,laptop lg gram 14zd90r-g.ax52a5 (i5-1340p/8gb ram/256gb ssd/14.0 inch wuxga/dos/đen) (2023),intel core i5 1340p,,8,ddr5,256,ssd,yes,14,1920x1200,,350,,,0.999,windows 11 home,12,20499000,31.2,21.39,1.68,0,0,1,0,0,intel core i5 1340p,1.9,4.6,4,8,1.9,3.4,8,8,28,18765,3509,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69665,48184,59,23692,12870,215761,1083,12411,3509,,,,,,,,,,,,,
1704,hacom,dell,laptop dell inspiron 3530 (71035574) (i7 1355u 16gb ram/512gb ssd/15.6 inch fhd 120hz/win11/officehs21/bạc),intel core i7 1355u,,16,ddr4,512,ssd,yes,15.6,1920x1080,120,250,54,4,1.65,windows 11 home,12,20199000,,,,0,0,1,0,1,intel core i7 1355u,1.7,5,2,4,1.2,3.7,8,8,15,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
1705,hacom,apple,laptop apple macbook air (mly03sa/a) (apple m2/8c cpu/10c gpu/8gb ram/512gb ssd/13.6/mac os/bạc) (2022),apple m2 8 core,,8,,512,ssd,no,13.6,,,,,,,macos,12,28999000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1706,hacom,apple,laptop apple macbook air (mlxx3sa/a) (apple m2/8c cpu/10c gpu/8gb ram/512gb ssd/13.6 inch/mac os/xám) (2022),apple m2 8 core,,8,,512,ssd,no,13.6,,,,,,,macos,12,28999000,,,,,,,,,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
