laptop_specs_id,laptop_specs_source,laptop_specs_brand,laptop_specs_name,laptop_specs_cpu,laptop_specs_vga,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_resolution,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_name,cpu_specs_performance_clockspeed,cpu_specs_performance_turbospeed,cpu_specs_performance_cores,cpu_specs_performance_threads,cpu_specs_efficient_clockspeed,cpu_specs_efficient_turbospeed,cpu_specs_efficient_cores,cpu_specs_efficient_threads,cpu_specs_tdp,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_l1_instruction_cache,cpu_specs_l1_data_cache,cpu_specs_l2_cache,cpu_specs_l3_cache,cpu_specs_eff_l1_instruction_cache,cpu_specs_eff_l1_data_cache,cpu_specs_eff_l2_cache,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,gpu_specs_name,gpu_specs_avg_g3d_mark,gpu_specs_bus_interface,gpu_specs_max_memory_size,gpu_specs_core_clock,gpu_specs_max_direct,gpu_specs_open_gl,gpu_specs_max_tdp,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute
1642,hacom,hp,laptop hp probook 450 g10 (9h8h1pt) (i7 1355u/16gb ram/512gb ssd/15.6 fhd/win11/bạc),intel core i7 1355u,,16.0,ddr4,512.0,ssd,no,15.6,1920x1080,,250.0,,,,windows,12.0,24999000,,,,,,,,,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
1643,hacom,hp,laptop hp pavilion 15-eg3035tx (8u6l7pa) (i7 1355u/16gb ram/512gb ssd/15.6 fhd/mx550 2gb/win11/vàng),intel core i7 1355u,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,250.0,41.04,3.0,1.74,windows 11 home,12.0,23999000,36.02,23.4,1.8,0.0,2.0,1.0,0.0,1.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
1644,hacom,hp,laptop hp probook 450 g10 (9h1n6pt) (i7 1355u/8gb ram/512gb ssd/15.6 fhd/win11/bạc),intel core i7 1355u,,8.0,ddr4,512.0,ssd,no,15.6,1920x1080,,250.0,,,,windows,12.0,22999000,,,,,,,,,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
1645,hacom,hp,laptop hp pavilion x360 14-ek1048tu (80r26pa) (i5 1335u/8gb ram/512gb ssd/14 fhd cảm ứng/bút/win11/vàng,intel core i5 1335u,,8.0,ddr4,512.0,ssd,yes,14.0,1920x1080,,250.0,43.3,3.0,1.53,windows 11 home,12.0,20599000,32.2,21.0,1.99,0.0,1.0,1.0,0.0,1.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1646,hacom,hp,laptop hp pavilion 15-eg3091tu (8c5l2pa) (i7 1355u/16gb ram/512gb ssd/15.6 fhd/win11/vàng),intel core i7 1355u,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,250.0,41.04,3.0,1.68,windows 11 home,12.0,22799000,36.02,23.4,1.8,0.0,2.0,1.0,0.0,1.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
1647,hacom,hp,laptop hp pavilion 15-eg3099tu (8c5m0pa) (i3 1315u/8gb ram/256gb ssd/15.6 fhd/win11/bạc),intel core i3 1315u,,8.0,ddr4,256.0,ssd,yes,15.6,1920x1080,60.0,250.0,41.04,3.0,1.68,windows 11 home,12.0,12999000,36.02,23.4,1.8,0.0,2.0,1.0,0.0,1.0,intel core i3 1315u,1.20,4.50,2,4,0.90,3.30,4.0,4.0,15.00,12168,3516,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,38961,28164,45,14843,8070,134644,764,7806,3516,,,,,,,,,,,,,
1648,hacom,hp,laptop hp 14-ep0128tu (8u6l5pa) (i5 1335u/8gb ram/512gb ssd/14 fhd/win11/bạc),intel core i5 1335u,,4.0,ddr4,512.0,ssd,yes,14.0,1920x1080,60.0,250.0,41.04,3.0,1.4,windows 11 home,12.0,15699000,32.37,21.5,1.79,0.0,2.0,1.0,0.0,1.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1649,hacom,hp,laptop hp pavilion x360 14-ek1047tu (80r25pa) (i7 1355u/16gb ram/512gb ssd/14 fhd cảm ứng/bút/win11/vàng),intel core i7 1355u,,16.0,ddr4,512.0,ssd,yes,14.0,1920x1080,,250.0,43.3,3.0,1.53,windows 11 home,12.0,24999000,32.2,21.0,1.99,0.0,1.0,1.0,0.0,1.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
1650,hacom,hp,laptop hp pavilion 15-eg3098tu (8c5l9pa) (i3 1315u/8gb ram/256gb ssd/15.6 fhd/win11/vàng),intel core i3 1315u,,8.0,ddr4,256.0,ssd,yes,15.6,1920x1080,60.0,250.0,41.04,3.0,1.68,windows 11 home,12.0,12999000,36.02,23.4,1.8,0.0,2.0,1.0,0.0,1.0,intel core i3 1315u,1.20,4.50,2,4,0.90,3.30,4.0,4.0,15.00,12168,3516,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,38961,28164,45,14843,8070,134644,764,7806,3516,,,,,,,,,,,,,
1651,hacom,hp,laptop hp 14-dq5122tu (8w356pa) (i3 1215u/8gb ram/256gb ssd/14 fhd/win11/bạc),intel core i3 1215u,,4.0,ddr4,256.0,ssd,yes,14.0,1920x1080,60.0,250.0,41.04,3.0,1.4,windows 11 home,12.0,10299000,32.37,21.5,1.79,0.0,2.0,1.0,0.0,1.0,intel core i3 1215u,1.20,4.40,2,4,0.90,3.30,4.0,4.0,15.00,10846,3297,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,36592,26189,34,13414,7301,121129,617,7105,3297,,,,,,,,,,,,,
1652,hacom,lg,laptop ai lg gram 17zd90s-g.ah78a5 (ultra 7-155h/16gb ram/1tb ssd/17.0 inch wqxga/win 11 home adv/đen) (2024),intel core ultra 7 155h,,16.0,ddr5,1024.0,ssd,yes,17.0,2560x1600,,,,,1.35,windows 11 home,12.0,46299000,37.88,25.88,1.78,0.0,0.0,1.0,0.0,0.0,intel core ultra 7 155h,3.80,4.90,6,12,0.90,3.80,10.0,10.0,28.00,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,,,,,,,,,,,,,
1653,hacom,dell,laptop dell xps 14 9440 (71034921) (ultra 7 155h/64gb ram/1tb ssd/rtx4050 6g/14.5 inch 3.2k/cảm ứng/win11/officehs21/đen),intel core ultra 7 155h,geforce rtx 4050,64.0,ddr5,1024.0,ssd,yes,14.5,3200x2000,,,69.5,6.0,1.74,windows 11 home,12.0,75399000,32.0,21.6,1.83,0.0,0.0,0.0,0.0,1.0,intel core ultra 7 155h,3.80,4.90,6,12,0.90,3.80,10.0,10.0,28.00,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,geforce rtx 4050,14428.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5939.0
1654,hacom,lenovo,laptop lenovo t14 g5 (core ultra 5 125u/ 16gb ddr5 5600/512gb ssd/14 wuxga/wf+bt/fg/no os/đen),intel core ultra 5 125u,,16.0,ddr5,512.0,ssd,yes,14.0,1920x1200,60.0,300.0,52.5,4.0,1.36,,36.0,28999000,31.59,22.37,1.77,2.0,2.0,0.0,0.0,0.0,intel core ultra 5 125u,1.30,4.30,2,4,0.80,3.60,10.0,10.0,15.00,17450,3322,4 x 32 kb,1 x 64 kb,1 x 2048 kb,12 mb,,,,57620,41863,63,21428,12402,197964,1113,11394,3322,,,,,,,,,,,,,
1655,hacom,apple,laptop apple macbook air 13 (mgn63sa/a) (apple m1/8gb ram/256gb ssd/13.3 inch ips/mac os/xám) (new),apple m1 8 core,,8.0,,256.0,ssd,yes,13.3,2560x1600,,,49.9,,1.29,macos,12.0,18499000,,,,0.0,0.0,0.0,0.0,0.0,apple m1 8 core,3.20,,4,4,2.10,,4.0,4.0,15.10,14154,3687,,,,,,,,33459,35683,142,21191,8604,169286,1373,6792,3687,,,,,,,,,,,,,
1656,hacom,msi,laptop msi modern 15 f13mg 082vn ( i5-1335u/16g/512gssd/15.6fhd/wl/bt/3c/w11sl/ledkb/bạc/2y+túi),intel core i5 1335u,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,,,,1.7,windows 11 home,,15299000,35.89,23.59,1.99,,,,,,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1657,hacom,lenovo,laptop lenovo yoga 7 2 in 1 14iml9 (83dj001fvn) (ultra7 155h/16gb ram/512gb ssd/14 oled cảm ứng/bút/win11/xám),intel core ultra 7 155h,,16.0,ddr5,512.0,ssd,yes,14.0,1920x1200,60.0,400.0,71.0,,1.43,windows 11 home,24.0,28999000,31.77,22.21,1.66,2.0,2.0,1.0,0.0,1.0,intel core ultra 7 155h,3.80,4.90,6,12,0.90,3.80,10.0,10.0,28.00,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,,,,,,,,,,,,,
1658,hacom,dell,laptop dell vostro 3420 (71003348) (i5 1235u/8gb ram/512gb ssd/14.0 inch fhd/win11/office hs21/xám),intel core i5 1235u,,8.0,ddr4,512.0,ssd,yes,14.0,1920x1080,60.0,250.0,41.0,3.0,1.49,windows 11 home,12.0,13799000,32.0,22.0,1.9,0.0,0.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13388,3218,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50412,33950,37,17469,9643,150997,735,8360,3218,,,,,,,,,,,,,
1659,hacom,apple,laptop apple macbook air (mrxw3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/512gb ssd/13.6 inch/mac os/đen) (2024),apple m2 8 core,,8.0,,512.0,ssd,yes,13.6,2560x1664,,500.0,52.6,,1.24,macos,12.0,32999000,,,,,,,,,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1660,hacom,asus,laptop asus zenbook ux3405ma-pp475w (ultra 9 185h/32gb ram/1tb ssd/14 oled/win11/túi/xanh),intel core ultra 9 185h,,32.0,ddr5,1024.0,ssd,yes,14.0,2880x1800,,,75.0,4.0,1.2,windows 11 home,24.0,33499000,31.24,22.01,1.23,0.0,1.0,1.0,0.0,1.0,intel core ultra 9 185h,2.30,5.10,6,12,1.80,3.80,10.0,10.0,45.00,29319,3702,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,99135,73478,124,38235,19907,340819,1988,20244,3702,,,,,,,,,,,,,
1661,hacom,apple,laptop apple macbook air 13 (mgn93sa/a) (apple m1/8gb ram/256gb ssd/13.3 inch ips/mac os/bạc) (new),apple m1 8 core,,8.0,,256.0,ssd,yes,13.3,2560x1600,,,49.9,,1.29,macos,12.0,18699000,,,,0.0,0.0,0.0,0.0,0.0,apple m1 8 core,3.20,,4,4,2.10,,4.0,4.0,15.10,14154,3687,,,,,,,,33459,35683,142,21191,8604,169286,1373,6792,3687,,,,,,,,,,,,,
1662,hacom,apple,laptop apple macbook air 13 (mgnd3sa/a) (apple m1/8gb ram/256gb ssd/13.3 inch ips/mac os/vàng) (new),apple m1 8 core,,8.0,,256.0,ssd,yes,13.3,2560x1600,,,49.9,,1.29,macos,12.0,18699000,,,,0.0,0.0,0.0,0.0,0.0,apple m1 8 core,3.20,,4,4,2.10,,4.0,4.0,15.10,14154,3687,,,,,,,,33459,35683,142,21191,8604,169286,1373,6792,3687,,,,,,,,,,,,,
1663,hacom,dell,laptop dell inspiron 3530 (n5i5007w1) (i5 1335u 16gb ram/512gb ssd/15.6 inch fhd 120hz/win11/officehs21/bạc),intel core i5 1335u,,16.0,ddr4,512.0,ssd,no,15.6,1920x1080,120.0,250.0,,,,windows 11 home,12.0,17399000,,,,,,,,,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1664,hacom,msi,laptop msi modern 14 (c13m-458vn) (i5 1335u/8gb ram/512gb ssd/14.0 inch fhd/win11/đen),intel core i5 1335u,,8.0,ddr4,512.0,ssd,yes,14.0,1920x1080,,,39.0,3.0,1.4,windows 11 home,24.0,13990000,31.99,22.3,1.94,6.0,2.0,1.0,0.0,0.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1665,hacom,msi,laptop msi prestige 16 studio (a13ve -214vn) (i7 13700h/16gb ram/1tb ssd/rtx4050 6g/16.0 inch qhd+ 165/win11/xám/vỏ nhôm),intel core i7 13700h,geforce rtx 4050,16.0,ddr5,1024.0,ssd,yes,16.0,2560x1600,165.0,,82.0,4.0,,windows 11 home,24.0,39990000,35.8,25.86,1.69,0.0,1.0,1.0,0.0,0.0,intel core i7 13700h,2.40,5.00,6,12,1.80,3.70,8.0,8.0,45.00,27094,3640,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,95371,68230,106,34298,18517,316731,1768,18821,3640,geforce rtx 4050,14428.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5939.0
1666,hacom,apple,laptop apple macbook air (z15x002nm) (apple m2/8c cpu/10c gpu/16gb ram/512gb ssd/13.6/mac os/bạc),apple m2 8 core,,16.0,,512.0,ssd,no,13.6,,,,,,,macos,12.0,34999000,,,,,,,,,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1667,hacom,apple,laptop apple macbook air (mrxv3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/256gb ssd/13.6 inch/mac os/đen) (2024),apple m3 8 core,,8.0,,256.0,ssd,yes,13.6,2560x1664,,500.0,52.6,,1.24,macos,12.0,26999000,,,,,,,,,apple m3 8 core,4.00,,4,4,,,4.0,4.0,20.00,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1668,hacom,apple,laptop apple macbook air (mrxt3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/256gb ssd/13.6 inch/mac os/trắng) (2024),apple m3 8 core,,8.0,,256.0,ssd,yes,13.6,2560x1664,,500.0,52.6,,1.24,macos,12.0,27999000,,,,,,,,,apple m3 8 core,4.00,,4,4,,,4.0,4.0,20.00,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1669,hacom,apple,laptop apple macbook air (mrxn3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/256gb ssd/13.6 inch/mac os/xám) (2024),apple m2 8 core,,8.0,,256.0,ssd,yes,13.6,2560x1664,,500.0,52.6,,1.24,macos,12.0,26999000,,,,,,,,,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1670,hacom,apple,laptop apple macbook air (mrxq3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/256gb ssd/13.6/mac os/bạc) (2024),apple m3 8 core,,8.0,,256.0,ssd,yes,13.6,2560x1664,,500.0,52.6,,1.24,macos,12.0,26999000,,,,,,,,,apple m3 8 core,4.00,,4,4,,,4.0,4.0,20.00,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1671,hacom,apple,laptop apple macbook air (mrxu3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/512gb ssd/13.6 inch/mac os/trắng) (2024),apple m3 8 core,,8.0,,512.0,ssd,yes,13.6,2560x1664,,500.0,52.6,,1.24,macos,12.0,32999000,,,,,,,,,apple m3 8 core,4.00,,4,4,,,4.0,4.0,20.00,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1672,hacom,apple,laptop apple macbook air (mrxp3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/512gb ssd/13.6 inch/mac os/xám) (2024),apple m3 8 core,,8.0,,512.0,ssd,yes,13.6,2560x1664,,500.0,52.6,,1.24,macos,12.0,32999000,,,,,,,,,apple m3 8 core,4.00,,4,4,,,4.0,4.0,20.00,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1673,hacom,apple,laptop apple macbook air (mrxr3sa/a) (apple m3/8c cpu/10c gpu/8gb ram/512gb ssd/13.6/mac os/bạc) (2024),apple m2 8 core,,8.0,,512.0,ssd,yes,13.6,2560x1664,,500.0,52.6,,1.24,macos,12.0,32999000,,,,,,,,,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1674,hacom,apple,laptop apple macbook air (mxcv3sa/a) (apple m3/8c cpu/10c gpu/16gb ram/512gb ssd/13.6 inch/mac os/đen) (2024),apple m3 8 core,,16.0,,512.0,ssd,yes,13.6,2560x1664,,500.0,52.6,,1.24,macos,12.0,36999000,,,,,,,,,apple m3 8 core,4.00,,4,4,,,4.0,4.0,20.00,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1675,hacom,apple,laptop apple macbook air (mxcu3sa/a) (apple m3/8c cpu/10c gpu/16gb ram/512gb ssd/13.6 inch/mac os/trắng) (2024),apple m3 8 core,,16.0,,512.0,ssd,yes,13.6,2560x1664,,500.0,52.6,,1.24,macos,12.0,36999000,,,,,,,,,apple m3 8 core,4.00,,4,4,,,4.0,4.0,20.00,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1676,hacom,apple,laptop apple macbook air (z1b6001h3) (apple m3/8c cpu/10c gpu/16gb ram/256gb ssd/13.6 inch/mac os/xám) (2024),apple m3 8 core,,16.0,,256.0,ssd,no,13.6,2560x1664,,,,,,macos,12.0,32499000,,,,,,,,,apple m3 8 core,4.00,,4,4,,,4.0,4.0,20.00,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
1677,hacom,apple,laptop apple macbook air (mxct3sa/a) (apple m3/8c cpu/10c gpu/16gb ram/512gb ssd/13.6/mac os/bạc) (2024),apple m2 8 core,,16.0,,512.0,ssd,yes,13.6,2560x1664,,500.0,52.6,,1.24,macos,12.0,36999000,,,,,,,,,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1678,hacom,apple,laptop apple macbook air (z15t0003p) (apple m2/8c cpu/10c gpu/16gb ram/512gb ssd/13.6/mac os/xám),apple m2 8 core,,16.0,,512.0,ssd,no,13.6,,,,,,,macos,12.0,34999000,,,,,,,,,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1679,hacom,apple,laptop apple macbook air 15 (mqkx3sa/a) (apple m2 /8c cpu/10c gpu/8gb/512gb ssd/15.3 inch/đen) (midnight) (2023),apple m2 8 core,,8.0,,512.0,ssd,no,15.3,,,,,,,macos,12.0,35699000,,,,,,,,,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1680,hacom,apple,laptop apple macbook air 15 (mqkv3sa/a) (apple m2 /8c cpu/10c gpu/8gb/512gb ssd/15.3 inch/trắng) (starlight) (2023),apple m2 8 core,,8.0,,512.0,ssd,no,15.3,,,,,,,macos,12.0,35699000,,,,,,,,,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1681,hacom,apple,laptop apple macbook air 15 (mqkt3sa/a) (apple m2 /8c cpu/10c gpu/8gb/512gb ssd/15.3 inch/bạc) (silver) (2023),apple m2 8 core,,8.0,,512.0,ssd,no,15.3,,,,,,,macos,12.0,35699000,,,,,,,,,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1682,hacom,apple,laptop apple macbook air 15 (mqkq3sa/a) (apple m2/8c cpu/10c gpu/8gb/512gb ssd/15.3 inch/xám) (space grey)  (2023),apple m2 8 core,,8.0,,512.0,ssd,no,15.3,,,,,,,macos,12.0,35699000,,,,,,,,,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1683,hacom,apple,laptop apple macbook air 15 (mqkw3sa/a) (apple m2/8c cpu/10c gpu/8gb/256gb ssd/15.3 inch/đen) (midnight) (2023),apple m2 8 core,,8.0,,256.0,ssd,no,15.3,,,,,,,macos,12.0,30799000,,,,,,,,,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1684,hacom,apple,laptop apple macbook air 15 (mqkp3sa/a) (apple m2/8c cpu/10c gpu/8gb/256gb ssd/15.3 inch/xám) (space grey) (2023),apple m2 8 core,,8.0,,256.0,ssd,no,15.3,,,,,,,macos,12.0,30799000,,,,,,,,,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1685,hacom,apple,laptop apple macbook air 15 (mqkr3sa/a) (apple m2/8c cpu/10c gpu/8gb/256gb ssd/15.3 inch/bạc) (silver) (2023),apple m2 8 core,,8.0,,256.0,ssd,no,15.3,,,,,,,macos,12.0,30799000,,,,,,,,,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1686,hacom,apple,laptop apple macbook air 15 (mqku3sa/a) (apple m2/8c cpu/10c gpu/8gb/256gb ssd/15.3 inch/trắng) (starlight) (2023),apple m2 8 core,,8.0,,256.0,ssd,no,15.3,,,,,,,macos,12.0,30799000,,,,,,,,,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1687,hacom,apple,laptop apple macbook pro 13 (z16s00034/z16r0003x) (apple m2 /8c cpu/10c gpu/16gb/512gb ssd/13.3/mac os/xám),apple m2 8 core,,16.0,,512.0,ssd,yes,13.3,2560x1600,,500.0,58.2,,1.4,macos,12.0,41499000,,,,0.0,0.0,0.0,0.0,0.0,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
1688,hacom,lenovo,laptop lenovo thinkpad t14 gen 4 (i5 1335u/16gb ram/512gb ssd/14 wuxga/no os/đen),intel core i5 1335u,,16.0,ddr5,512.0,ssd,no,14.0,1920x1200,,,,,,,36.0,26999000,,,,,,,,,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
1689,hacom,asus,laptop asus zenbook duo ux8406ma-pz307w (ultra7 155h/16gb ram/512b ssd/14 3k cảm ứng/win11/xám/bút+túi+cáp),intel core ultra 7 155h,,16.0,ddr5,512.0,,yes,14.0,2880x1800,120.0,400.0,75.0,4.0,1.39,windows 11 home,24.0,44999000,31.35,21.79,1.23,0.0,1.0,1.0,0.0,1.0,intel core ultra 7 155h,3.80,4.90,6,12,0.90,3.80,10.0,10.0,28.00,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,,,,,,,,,,,,,
